altitude	pente	distance_horizontale_hydro	distance_verticale_hydro	distance_horizontale_route	ombrage_0900	ombrage_1200	ombrage_1500	distance_horizontale_depart_feu	zone_A	couvert
3069	16	192	40	511	245	221	100	1289	1	0
3069	8	153	6	594	223	225	137	1639	0	0
3313	10	376	52	3361	219	247	163	1329	0	1
3319	10	277	40	3471	221	247	159	1436	0	0
3325	13	255	47	3835	224	248	153	1794	0	0
3198	8	789	82	1959	214	223	146	2389	0	0
3298	19	342	59	4624	226	247	145	2590	0	0
3227	17	725	98	2190	215	201	117	2342	0	0
3240	9	309	46	3007	198	244	185	990	0	0
3306	14	134	27	3588	224	248	154	1549	0	0
3232	19	219	17	1543	249	214	85	2491	1	0
3110	14	175	-3	1064	240	235	122	1930	1	0
3273	12	700	123	2385	219	214	129	2305	0	0
3183	16	882	166	1842	193	210	153	2335	0	0
2935	8	170	19	1033	202	246	182	558	0	1
3286	17	242	66	2873	192	208	152	2458	0	0
3193	17	942	176	1844	189	207	155	2240	0	0
3102	13	277	17	1719	213	251	170	792	0	1
3297	9	154	18	3757	209	249	176	1718	0	0
3268	12	323	38	4447	226	246	150	2418	0	0
3265	14	108	7	4726	218	250	163	2831	0	0
3082	6	60	3	892	231	233	136	1766	1	0
3194	12	85	19	2156	199	250	187	459	0	0
3275	13	342	35	3265	214	251	169	1226	0	1
3257	14	216	26	4584	229	245	146	2560	0	0
3273	13	108	13	3482	225	247	152	1442	0	0
3247	11	95	8	4752	222	248	159	2732	0	0
3079	12	258	18	1614	233	241	137	806	0	1
3244	12	170	12	4569	228	245	147	2550	0	0
3231	15	0	0	1698	236	210	102	2708	1	0
3166	20	192	0	2162	227	246	142	361	0	0
3246	12	60	8	1747	218	214	131	2766	1	0
3235	17	30	4	1690	233	203	97	2706	1	0
3202	12	0	0	1575	238	221	111	2586	1	0
3196	12	0	0	1546	240	226	116	2556	1	0
3149	27	60	-2	1320	253	207	62	2317	1	0
3155	14	255	-18	2201	232	243	139	331	0	0
3277	19	1082	260	1956	186	203	151	2184	0	0
2915	12	277	18	213	233	216	113	295	0	0
3069	8	242	8	1513	231	238	139	797	0	1
3182	14	216	41	2725	188	249	198	685	0	1
3242	11	120	2	3379	230	243	144	1347	0	0
3260	6	108	17	4860	202	239	176	2860	0	0
2981	4	497	88	192	220	230	147	573	0	0
3128	15	162	30	2230	235	242	134	242	0	0
3047	8	120	21	1556	234	235	133	655	0	1
3221	11	61	-11	3413	231	243	142	1392	0	0
3096	8	170	16	619	208	225	154	1620	1	1
3081	9	417	48	162	234	238	135	1321	0	1
3111	7	331	78	182	232	231	131	1167	0	1
3049	18	60	8	1678	187	253	199	467	0	1
3272	11	201	38	4774	198	227	168	2791	0	0
2897	30	134	63	774	166	251	207	558	0	1
3204	10	60	1	3326	228	244	148	1321	0	1
3023	8	30	1	1504	233	229	128	601	0	1
3180	12	297	9	2845	209	251	176	840	0	1
3214	11	212	43	3778	237	236	129	1800	0	1
3199	16	150	17	3867	246	221	99	1890	0	1
3141	8	256	45	666	217	222	143	1753	1	1
3056	12	150	25	1935	222	248	157	108	0	0
3057	15	108	4	2021	217	251	164	60	0	0
3184	11	90	17	3154	220	249	163	1172	0	1
3339	16	454	12	5020	183	216	171	3061	0	0
3190	16	67	7	4124	175	226	191	2162	0	0
3123	13	247	-16	2548	208	252	179	589	0	1
3170	11	108	17	1200	198	222	162	2318	1	1
3029	15	108	-6	2084	203	253	183	295	0	1
2878	11	153	-13	361	219	216	132	547	0	1
3170	6	42	5	2995	203	237	174	1092	0	1
3166	10	60	11	3681	228	244	149	1766	0	1
2968	11	228	-37	1245	221	248	160	541	0	1
3122	20	417	76	212	231	194	87	1356	1	1
3256	25	361	80	4179	146	234	224	2289	0	0
2924	19	150	69	1130	207	253	175	459	0	1
3225	16	360	77	990	181	217	174	2144	1	1
3188	15	255	28	3964	176	236	200	2103	0	0
2897	15	127	49	532	224	206	114	212	0	1
3018	22	30	10	2193	158	242	220	631	0	1
2909	5	212	61	459	228	233	139	297	0	1
3283	17	534	115	4230	172	236	204	2394	0	0
3244	18	150	49	1666	178	211	170	2819	1	0
3259	17	234	72	1551	189	208	156	2704	1	0
3131	6	67	3	3300	205	235	169	1531	0	0
3110	13	30	-3	3090	212	252	172	1358	0	1
2984	20	283	62	1651	164	219	194	797	0	1
3133	22	212	83	2611	200	254	181	1019	0	1
3134	23	85	22	2853	215	250	157	1233	0	1
3114	25	127	30	2734	209	250	161	1167	0	1
3301	10	658	129	1114	213	218	141	2362	1	1
2904	19	242	56	655	228	198	97	481	0	1
3076	22	108	41	2648	204	253	174	1153	0	1
3236	22	392	109	3546	157	214	195	1853	0	0
2883	25	42	23	931	222	176	75	591	0	1
3193	15	324	74	3398	177	240	203	1739	0	1
3248	24	658	91	924	237	236	114	1365	0	1
3229	18	540	91	660	248	220	94	2047	1	1
3271	12	573	148	3621	186	243	196	1997	0	1
3365	16	792	222	4099	179	220	180	2415	0	1
2979	10	297	13	134	196	230	174	837	0	0
2905	22	339	134	426	154	223	208	1181	0	0
3269	18	466	131	849	246	229	104	2271	1	1
2928	34	85	39	1131	136	163	152	819	0	1
3232	19	509	132	3475	164	237	210	1890	0	1
3137	24	433	143	607	232	240	125	1573	0	1
2901	24	339	141	424	149	219	207	1168	0	0
3325	13	342	60	1600	236	241	135	2965	1	0
3195	15	391	57	573	245	223	102	2090	1	1
3107	11	283	32	3068	192	236	184	1613	0	1
3236	14	365	98	771	242	232	117	2274	1	1
2960	12	573	188	661	195	220	164	1387	0	0
2945	16	446	-79	573	191	209	154	1073	0	0
3043	4	175	17	745	226	238	146	962	0	0
3267	10	313	38	1358	231	243	143	2835	1	0
3203	22	573	-29	3438	178	253	207	1936	0	0
3042	7	134	16	750	208	247	176	990	0	0
3288	16	180	30	1611	231	245	141	2826	1	0
3232	15	300	94	845	234	242	135	2400	1	1
3291	14	811	176	3768	182	243	200	2215	0	0
2988	19	816	216	865	194	198	137	1329	0	0
2991	23	782	114	799	185	188	134	1271	0	0
3413	17	1060	286	4114	171	230	198	2554	0	1
2922	17	451	104	680	225	202	105	902	0	0
2991	17	511	222	671	175	221	185	1341	0	1
3017	20	618	257	750	175	206	169	1458	0	1
3203	12	175	52	882	234	241	136	2563	1	1
3114	6	511	59	437	227	227	136	1230	0	0
2819	25	120	48	600	148	208	196	1033	0	0
3048	21	679	275	824	172	205	170	1513	0	1
2933	10	30	-2	840	231	220	121	1343	0	0
3188	20	90	19	886	235	241	129	2630	1	1
3409	21	1140	290	4009	158	228	209	2574	0	1
3009	6	67	1	644	230	233	135	1485	0	0
2985	11	42	8	1050	238	233	125	1302	0	0
3178	7	0	0	1020	228	239	144	2542	1	0
3029	28	400	-24	721	252	190	47	1155	0	0
2931	28	285	162	726	131	209	213	1209	0	0
3164	4	0	0	872	227	236	143	2536	1	0
3153	13	30	1	685	216	212	130	2584	1	0
3292	29	999	194	3695	129	225	230	2356	0	0
3223	13	60	11	1266	219	210	123	2460	1	0
3165	10	30	1	832	212	219	143	2512	1	0
3164	11	30	2	805	206	221	153	2519	1	0
3113	25	799	344	967	164	194	164	1624	0	1
3179	15	60	8	899	209	206	131	2466	1	0
2901	9	30	-1	2349	227	222	128	1693	0	0
3062	6	531	142	3131	206	233	168	1981	0	0
3082	11	592	166	3258	189	243	193	2097	0	0
2889	34	170	85	870	118	179	188	1253	0	0
3143	24	787	-10	1207	178	187	141	1699	0	0
3067	17	658	301	983	171	225	193	1451	0	0
3192	24	497	75	485	155	206	187	1839	0	0
2784	30	162	53	939	189	162	93	1012	0	0
2751	10	30	8	1385	206	222	154	1026	0	0
3205	10	430	88	495	199	227	167	1832	0	0
3267	10	285	55	1254	232	222	121	2251	1	0
3208	13	531	75	1237	213	210	132	1745	0	0
2962	10	402	-8	779	224	217	127	1733	0	0
2868	12	60	17	391	223	214	124	1856	0	0
2964	22	192	57	2419	227	189	85	1899	0	0
3143	14	721	222	3274	183	234	191	2340	0	0
2871	26	150	50	1037	138	212	209	1362	0	0
2851	10	108	-5	595	220	217	131	1298	0	1
3168	28	598	92	400	150	194	177	1790	0	1
3153	27	376	77	636	188	174	112	1678	0	1
3105	18	350	88	778	180	212	170	1690	0	0
3101	45	240	25	1172	123	115	98	1567	0	1
2861	13	171	1	661	202	214	148	1333	0	1
3042	10	268	126	2922	206	221	153	2188	0	0
3117	11	402	94	832	194	228	174	1697	0	0
3066	10	0	0	1354	216	218	137	1714	0	0
3034	11	234	7	1237	215	217	137	1727	0	0
2887	15	30	8	503	229	207	108	1926	0	0
2906	27	42	23	514	136	226	225	1874	0	0
2813	23	150	62	1382	231	188	77	1213	0	1
3129	13	301	53	1050	189	223	174	1672	0	1
3056	30	384	148	2397	229	165	47	2041	0	0
3054	4	60	0	914	223	231	144	1664	0	0
3132	11	900	363	1273	194	227	172	1208	0	0
3191	16	488	115	600	208	204	129	1828	0	1
3063	30	408	155	2414	232	167	44	2071	0	0
3156	17	350	53	1188	219	200	111	1245	0	0
3084	19	488	271	1200	166	226	200	1172	0	0
2945	17	310	1	765	233	204	98	1999	0	0
2890	13	201	4	711	218	211	127	1482	0	1
2886	12	216	3	726	210	214	139	1466	0	1
2857	19	191	31	2182	195	201	138	1621	0	0
2979	18	67	14	1082	244	207	85	1651	0	0
3204	14	752	1	1463	179	236	197	1291	0	0
2943	7	180	66	600	200	239	178	1846	0	0
3192	10	659	181	872	207	221	152	1989	0	0
3052	31	366	134	2415	181	159	100	2173	0	0
2942	25	60	25	2605	239	182	59	2250	0	0
2966	34	306	140	1299	108	213	234	1181	0	0
3171	19	201	16	1505	237	199	87	1663	0	0
3040	24	268	121	2446	253	208	68	2259	0	0
2996	25	180	82	2490	248	191	56	2278	0	0
3225	11	150	8	1556	214	215	136	967	0	0
2840	4	0	0	1390	209	240	169	1379	0	0
3162	15	124	7	1561	221	205	116	1674	0	0
2860	11	277	108	1416	225	215	123	1413	0	1
3189	13	446	39	1321	216	211	129	1304	0	0
3191	32	582	94	1154	143	172	157	1584	0	0
3161	14	228	55	912	212	211	133	2069	0	0
3098	22	467	174	2294	214	187	99	2290	0	0
2862	17	85	21	1498	174	221	186	1273	0	0
2913	11	589	170	1252	227	215	121	1515	0	1
3222	14	600	94	1283	229	210	111	1951	0	1
3141	28	573	223	2200	197	170	96	2343	0	0
3059	17	201	16	1050	224	200	104	2202	0	0
3225	14	875	23	1632	198	214	153	953	0	0
3207	7	150	5	1723	222	225	139	1466	0	0
3137	22	319	50	1606	176	195	153	2041	0	0
2972	16	60	9	940	208	205	130	2291	0	0
3013	29	240	87	2297	249	181	39	2477	0	0
3006	31	201	80	2571	124	228	235	2602	0	1
3021	38	391	178	1575	114	158	166	984	0	0
3033	26	30	13	1047	237	180	58	2340	0	0
2932	17	175	45	2318	195	205	145	2028	0	0
3204	14	228	40	1892	192	219	167	2212	0	0
3244	6	630	41	1800	212	229	154	1019	0	0
3234	6	360	31	1855	223	227	139	1218	0	0
3221	7	180	18	1820	225	226	136	1365	0	0
2993	19	85	3	1006	215	195	108	2355	0	0
3036	18	0	0	1087	213	198	116	2407	0	0
2935	14	641	183	1383	233	211	108	1694	0	1
3207	13	212	43	1834	186	244	197	2268	0	0
3186	20	417	26	1421	185	201	150	2284	0	0
2952	20	162	37	2372	213	193	109	1906	0	0
2943	16	85	15	2345	196	209	149	1828	0	0
2943	14	30	5	2329	196	214	155	1775	0	0
3278	13	960	75	1783	199	217	155	752	0	0
3301	15	541	173	1384	202	209	142	2190	0	1
3284	11	960	81	1812	199	221	159	726	0	0
3262	12	631	59	1911	207	216	143	934	0	0
3222	24	212	35	1926	177	186	140	1682	0	0
3310	16	722	182	1245	176	223	186	2227	0	1
2794	10	30	11	1940	228	218	122	1855	0	0
2978	25	120	51	2216	224	178	74	2714	0	0
3244	17	90	4	1980	188	209	158	1549	0	0
3222	19	457	26	1591	195	199	137	2176	0	0
2800	11	30	8	2100	196	248	191	1935	0	1
3177	11	201	41	210	189	242	193	2620	0	1
3266	13	547	131	570	195	251	193	2462	0	1
3102	22	67	25	1254	194	191	127	2574	0	0
2941	13	612	176	1560	228	212	115	1866	0	1
3046	10	309	-6	2234	192	237	185	832	0	0
3221	13	655	14	1825	235	214	109	2631	0	0
3288	14	573	85	2045	201	211	145	907	0	0
3272	24	124	8	2042	163	195	165	1584	0	0
3040	17	268	80	2435	201	203	136	1298	0	0
3217	13	664	10	1784	229	212	114	2698	0	0
3103	24	511	43	1303	180	186	136	2160	0	1
3065	20	721	5	1371	228	193	90	2079	0	0
3144	18	30	6	1423	195	201	140	2638	0	0
3048	17	182	-5	2534	177	220	182	1355	0	0
3336	22	402	133	2206	182	193	144	1036	0	0
3104	16	488	-33	2081	172	234	201	612	0	0
3078	16	134	32	1366	210	204	126	2586	0	0
2851	14	120	26	2466	183	224	181	2242	0	0
2912	15	30	9	2789	176	235	198	2118	0	0
3116	16	513	-21	2069	175	236	202	577	0	0
3016	22	901	256	1610	215	187	98	2106	0	0
3079	14	240	-7	2335	190	217	165	624	0	0
3310	6	537	96	984	227	241	148	2612	0	1
3305	20	458	91	1041	218	193	101	2610	0	1
3218	14	31	4	1705	217	210	125	2409	0	0
3238	21	242	82	1575	214	188	100	2663	0	0
3178	17	636	39	1998	173	224	190	430	0	0
3194	16	447	59	443	180	248	205	2852	0	1
3223	14	618	88	604	197	252	191	2789	0	1
3392	24	285	111	2385	201	179	104	1154	0	0
3112	13	90	24	1530	189	225	175	2391	0	0
3211	7	0	0	1273	233	230	130	2701	0	0
3214	3	607	79	551	214	241	166	2856	0	1
2939	8	85	4	2029	233	237	136	2992	0	1
3284	23	180	80	1728	161	201	175	2612	0	0
2903	25	127	44	2774	160	249	220	2270	0	1
3145	13	108	6	2506	187	224	176	499	0	0
3169	17	247	30	2380	177	216	178	382	0	0
3139	14	42	5	2681	192	218	165	598	0	0
3239	19	570	100	2170	188	201	148	190	0	0
3193	15	690	84	430	223	249	154	2913	0	1
3055	23	510	30	2177	233	187	75	1924	0	0
2835	10	0	0	2569	221	219	132	2148	0	0
3141	12	272	32	127	194	249	192	3111	0	1
3226	15	510	39	1954	201	208	143	1879	0	0
3162	20	514	137	2072	226	194	93	1861	0	0
2921	21	240	107	2436	223	190	91	2017	0	0
3204	23	832	111	402	201	254	178	2644	0	1
2990	19	234	56	3276	166	243	214	1830	0	0
3176	14	192	25	2829	192	218	164	631	0	0
3194	19	805	109	376	200	254	184	2617	0	1
3236	9	324	17	920	199	247	186	2310	0	1
3147	20	553	211	1360	244	202	79	2439	0	0
3159	6	577	74	247	206	243	176	2780	0	1
3064	23	361	38	2322	238	189	70	1784	0	0
3201	17	443	91	3088	221	200	108	902	0	0
3221	11	564	126	3206	188	237	188	1024	0	0
3157	8	510	71	182	217	247	165	2749	0	1
3150	11	658	57	229	212	251	173	2614	0	1
3106	22	450	80	3314	162	246	219	1476	0	0
3061	16	335	53	3365	183	249	203	1597	0	0
3225	10	467	17	765	221	248	159	2130	0	1
2880	10	95	18	2835	195	229	173	1922	0	0
2894	10	228	51	2932	195	229	173	2010	0	0
3154	10	607	71	192	215	248	168	2449	0	1
3194	20	210	7	2206	223	248	148	1616	0	0
3213	14	492	6	698	218	250	162	2070	0	1
3043	23	469	104	1422	243	193	68	2308	0	1
3243	9	573	92	3205	199	230	172	940	0	0
3249	21	446	98	3013	191	193	134	713	0	0
3188	20	636	-22	757	239	237	118	2048	0	1
3219	17	175	32	2225	230	246	142	1664	0	0
3070	20	150	45	2462	230	244	135	1515	0	0
2983	18	162	40	1871	247	215	90	2539	0	1
3174	10	90	-7	2308	236	237	131	1528	0	0
2973	13	109	8	3394	192	222	168	2042	0	0
3332	13	256	48	2348	241	220	107	1994	0	0
3147	11	731	106	723	224	247	154	1914	0	1
3125	11	0	0	2468	238	230	122	1362	0	0
2967	19	408	39	3231	173	212	177	1952	0	0
3166	6	30	0	2436	228	228	135	1395	0	0
2910	4	30	0	2881	218	230	149	1533	0	0
3098	16	295	-2	3725	173	239	205	1538	0	0
3325	16	693	174	3120	173	232	198	785	0	0
3278	11	0	0	2529	217	216	133	1697	0	0
3164	9	150	-9	2565	226	221	129	1262	0	0
3051	22	283	49	3524	160	207	183	2065	0	0
2980	7	150	18	1584	227	242	148	2236	0	1
3159	10	180	-10	2608	222	218	130	1216	0	0
3052	13	480	64	1101	242	228	113	1878	0	1
3256	20	134	3	2580	212	191	107	1510	0	0
3209	11	210	3	2618	212	217	140	1291	0	0
3040	7	391	52	1146	216	225	146	1868	0	0
3239	20	228	2	2640	218	193	103	1368	0	0
3122	19	247	22	2841	208	194	117	1095	0	0
3184	15	466	60	3715	176	232	196	1400	0	0
3040	9	362	52	1124	229	222	126	1842	0	0
3230	16	270	10	2673	213	204	123	1291	0	0
3009	32	183	48	2970	244	166	27	1142	0	0
2996	11	255	31	1302	238	224	115	1968	0	1
3242	17	661	25	3612	172	226	193	1279	0	0
3099	9	443	15	108	228	244	149	1511	0	1
3226	13	408	17	2814	224	212	120	1061	0	0
3218	18	474	1	3788	171	220	189	1458	0	0
3006	11	163	18	1135	239	231	121	1801	0	1
3095	25	446	45	3503	155	196	175	1507	0	0
3155	20	552	114	3702	176	209	170	1745	0	0
3222	15	306	18	3960	184	219	173	1632	0	0
2985	9	30	6	3254	224	220	130	949	0	0
2988	9	31	5	3305	203	225	161	960	0	0
3003	16	67	0	3408	176	226	189	1126	0	0
3187	23	488	80	3728	165	203	174	1583	0	1
2977	6	0	0	1182	212	227	153	1761	0	1
3204	17	516	79	3806	188	208	156	1651	0	0
2990	7	42	0	993	216	226	148	1593	0	1
3144	21	335	87	3302	249	206	75	582	0	0
3226	12	90	8	4228	187	230	183	1894	0	0
3331	14	806	195	3247	204	211	142	816	0	0
3319	14	658	201	3267	207	210	138	659	0	0
3260	14	309	78	4207	227	209	112	1950	0	0
3032	7	210	37	646	226	226	135	1260	0	1
3130	27	255	50	3429	254	200	56	424	0	0
3265	15	424	71	4095	175	237	201	1675	0	0
3078	14	85	0	3757	184	226	182	981	0	0
3209	17	258	54	4020	172	241	207	1492	0	0
3101	20	212	10	3841	177	206	165	882	0	0
3160	24	255	48	3560	252	215	77	268	0	0
3304	26	510	160	3528	251	216	76	552	0	0
3083	8	0	1	3681	218	224	142	319	0	0
3290	11	342	67	4568	199	222	161	2140	0	0
3097	6	0	0	3713	223	226	139	212	0	0
3154	17	212	22	3690	247	220	96	228	0	0
3135	28	242	60	3912	156	184	157	514	0	0
3227	11	0	0	4339	194	231	178	1410	0	0
3171	15	228	17	3840	245	223	103	400	0	0
3260	10	484	86	3840	227	245	149	849	0	0
3235	18	297	39	4308	184	209	162	1116	0	0
3143	8	30	7	4009	212	224	149	190	0	0
3251	9	467	74	4290	202	227	163	947	0	0
3340	16	633	159	3964	245	227	106	1194	0	0
3195	18	162	0	4158	171	221	189	404	0	0
3224	18	228	11	4213	168	228	199	492	0	0
3256	21	361	75	4050	249	208	78	959	0	0
3220	9	134	29	4331	207	225	156	514	0	0
3316	12	658	82	4618	188	230	181	1114	0	0
3124	18	870	276	4395	213	252	168	1562	0	1
3076	17	757	248	4533	235	243	132	1554	0	1
3202	17	192	23	4527	178	218	179	872	0	0
3257	17	295	28	4583	175	220	183	780	0	0
3069	25	808	-20	4143	162	250	218	1198	0	1
3184	11	258	93	3697	216	250	167	658	0	1
3183	12	218	92	3638	230	244	143	595	0	1
2966	32	760	138	4334	220	236	122	1499	0	1
2839	20	658	77	4105	195	254	190	1574	0	1
2900	35	765	152	3960	164	247	198	1423	0	1
2837	15	642	85	4021	194	252	193	1556	0	1
2995	30	134	58	3376	239	226	93	1061	0	1
2868	25	674	145	3822	167	252	214	1468	0	1
2978	27	240	41	3407	238	232	106	1199	0	1
2978	37	153	-1	3097	145	244	212	1041	0	1
2881	29	600	172	3662	179	252	193	1507	0	1
3025	6	297	94	2582	208	245	175	1253	0	1
2902	27	90	25	2997	182	253	194	1259	0	1
2787	21	319	87	3658	190	254	194	1786	0	1
2834	21	170	-7	3032	228	244	137	1518	0	1
2919	32	134	12	2440	167	250	202	1544	0	1
2711	22	216	35	3477	228	244	136	1898	0	1
2701	20	212	45	3342	207	253	173	1883	0	1
2877	34	229	-8	2357	181	246	176	1638	0	1
2607	12	120	-7	2603	238	235	125	2037	0	1
2838	16	474	-6	1431	212	252	171	752	0	1
2700	14	240	48	3643	232	244	140	2514	0	1
2696	28	235	71	1908	210	248	157	1505	0	1
2766	19	361	-27	1360	220	250	155	902	0	1
2554	11	0	0	2771	236	238	132	2366	0	1
2710	26	443	-44	1209	210	249	158	939	0	1
2715	30	210	-19	990	179	252	193	703	0	1
2737	16	31	1	875	210	253	174	541	0	1
2694	32	150	-40	882	173	249	193	722	0	1
2712	24	90	-22	849	195	254	183	684	0	1
2564	34	190	75	1132	182	247	178	1140	0	1
2712	9	450	-22	573	230	242	144	700	0	1
2634	27	90	-52	704	197	252	174	834	0	1
2628	13	532	58	2966	224	211	118	2858	0	0
2593	20	127	31	2093	189	198	143	2255	0	1
2583	7	241	67	1677	213	226	151	1883	0	1
2631	14	497	24	2893	239	216	104	2724	0	0
2526	14	0	0	1436	229	211	113	1698	0	1
2672	11	153	18	485	223	247	157	691	0	1
2608	14	124	38	2502	217	210	125	2552	0	1
2602	20	319	167	297	198	254	186	726	0	1
2633	18	466	-76	2886	225	199	101	2643	0	0
2630	19	242	79	2048	208	194	116	2282	0	1
2674	23	424	-48	2881	197	184	115	2536	0	0
2661	27	124	63	2280	148	192	177	2292	0	1
2546	17	67	28	660	173	225	191	1328	0	1
2712	24	366	-28	2880	192	182	118	2457	0	0
2808	11	618	76	3361	208	218	146	2694	0	0
2563	8	193	45	577	210	225	152	1216	0	1
2757	28	335	0	2073	203	166	84	2101	0	1
2590	12	0	0	1124	220	214	127	1727	0	1
2835	10	525	22	3337	210	218	144	2558	0	0
2812	16	192	21	2058	222	205	113	1948	0	1
2707	18	0	0	1742	237	203	90	1860	0	1
2572	14	297	38	382	217	210	125	782	0	1
2810	18	30	5	2881	248	221	94	2105	0	1
2867	23	268	54	2758	199	183	112	1781	0	1
2867	18	240	53	2940	186	205	155	1860	0	1
2754	22	0	0	1855	248	198	68	1470	0	1
2575	19	127	44	834	227	196	94	1072	0	1
2879	25	175	60	2255	245	187	56	1273	0	1
2835	7	95	16	2093	230	233	136	1239	0	1
2912	13	361	107	2652	241	222	110	1415	0	1
2930	19	376	125	2730	242	204	85	1398	0	1
2829	14	42	-12	3444	205	253	181	1915	0	1
2591	11	216	40	1195	224	215	124	1332	0	1
2527	10	362	23	949	224	217	128	983	0	1
2643	15	60	8	1846	222	249	155	942	0	1
2611	8	342	130	1357	204	247	181	1448	0	1
2757	19	0	0	3056	205	254	178	1382	0	1
2703	13	0	0	2271	241	222	109	658	0	1
2837	19	234	61	3247	239	201	85	1594	0	1
2675	12	0	0	1994	213	251	171	511	0	1
2825	31	234	124	2646	178	251	191	967	0	1
2624	10	190	22	1752	238	229	121	600	0	1
2622	15	240	38	1725	245	223	104	534	0	1
2578	17	85	12	1266	246	215	91	1434	0	1
2740	18	228	41	2160	248	216	90	488	0	1
2493	23	228	92	685	212	184	98	726	0	1
2740	15	247	119	2147	237	240	129	470	0	1
2593	16	176	44	1468	236	208	99	524	0	1
2675	12	0	0	1824	240	224	111	150	0	1
2598	15	201	53	2649	238	210	99	714	0	1
2562	26	153	44	2372	196	175	104	636	0	1
2696	13	30	10	2800	202	215	148	6524	1	0
2772	12	95	23	3510	190	224	173	5792	1	0
2563	16	31	6	1380	235	242	133	6723	1	1
2725	10	95	4	2270	234	222	119	6993	1	0
2857	15	60	7	4873	229	246	145	4448	1	1
2686	7	108	28	1754	229	227	132	6578	1	1
2778	11	228	92	3013	212	217	142	6344	1	0
2995	11	95	17	5969	197	225	166	3472	1	1
3001	10	42	0	6245	233	221	121	3223	1	1
2686	8	430	4	1673	228	224	129	5993	1	1
3021	14	85	13	6340	241	219	105	3144	1	1
2837	7	234	85	3486	209	227	156	5999	1	0
2742	3	108	8	2636	222	232	146	6600	1	1
2502	6	270	21	875	222	227	141	4716	1	1
2806	13	30	3	4722	186	228	182	4819	1	1
2525	5	296	43	1273	227	240	148	4763	1	1
2985	11	301	23	5773	237	223	116	3833	1	1
3064	6	60	-7	6766	225	242	151	2953	1	1
2975	25	134	30	5843	227	244	136	3863	1	1
2656	16	108	37	1667	245	228	107	5215	1	1
2968	11	0	0	6177	226	216	123	3578	1	0
2901	20	474	108	4478	187	197	143	5254	1	0
2900	25	108	0	5460	237	182	62	4288	1	1
2513	9	0	0	1347	201	226	164	4444	1	1
2945	7	30	6	5947	211	227	153	3872	1	0
3080	20	454	46	5622	234	241	128	1595	1	1
2896	24	180	82	5114	147	227	217	4744	1	0
2653	8	150	42	1831	235	229	126	4812	1	1
2834	12	67	10	5418	241	226	113	4546	1	0
2582	8	300	28	1318	211	224	149	4202	1	1
2620	12	153	31	1693	203	217	152	4427	1	1
3103	11	297	49	6083	213	250	171	2140	1	1
3093	8	30	0	6194	201	245	182	2405	1	0
2834	6	134	16	3503	224	226	137	6390	1	1
2646	17	277	49	1610	194	205	146	4311	1	1
2739	12	30	3	2761	214	214	134	5497	1	1
2715	5	234	35	2322	223	229	143	4943	1	1
3031	16	376	20	5791	205	253	181	2190	1	1
2978	23	320	134	6018	243	232	105	4176	1	1
3037	12	541	3	6508	223	214	123	3578	1	0
3054	25	124	36	5010	178	183	136	1973	1	0
2883	9	0	0	4384	230	222	124	5917	1	1
2703	12	95	32	2132	186	231	184	4543	1	1
2712	15	212	1	1642	233	210	105	4213	1	1
3159	21	447	102	4710	250	216	83	1784	1	0
3004	6	216	9	5698	211	245	173	2391	1	0
2759	7	297	28	2881	217	225	144	5168	1	1
2729	2	153	1	1536	215	235	158	4035	1	1
2614	14	361	82	990	235	211	104	3645	1	1
2709	2	212	0	1991	222	236	150	4264	1	1
3178	9	806	137	4327	202	227	163	2090	1	0
3004	6	566	170	5478	206	231	165	5172	1	1
2991	21	135	9	5179	229	190	84	2643	1	0
3047	18	600	180	5954	202	254	182	3907	1	1
3109	21	268	39	4901	238	195	79	2713	1	0
3063	25	67	15	4970	236	183	63	2831	1	0
2793	23	30	16	3217	221	183	84	4970	1	1
2880	5	0	0	6132	224	241	151	4587	1	1
2926	9	95	10	5032	225	220	128	3250	1	0
2830	13	42	8	3197	206	213	143	4883	1	1
2889	26	162	37	3439	243	183	53	5076	1	1
2717	14	190	30	1895	243	220	104	3788	1	1
3031	8	480	145	6030	207	248	178	5130	1	1
2916	15	127	49	3543	245	226	106	5099	1	1
2669	19	297	68	872	215	196	111	2934	1	1
2852	11	67	0	3285	204	219	152	4833	1	1
2983	7	511	66	5435	205	244	178	4273	1	1
2696	13	0	0	1661	218	211	126	3342	1	1
3008	12	633	99	6066	219	249	163	5431	1	1
3185	11	67	17	4310	196	225	167	3287	1	0
3011	5	1020	85	5678	216	229	151	5960	1	1
2848	13	127	0	3021	220	212	124	4414	1	1
2661	15	485	61	931	244	226	107	2620	1	1
3067	15	612	151	4517	206	207	136	3692	1	0
2683	8	534	83	1084	232	227	128	2696	1	1
2962	12	153	30	4996	213	215	136	6252	1	1
2968	4	480	71	4178	210	241	171	5449	1	1
3004	8	769	32	5571	231	240	142	6225	1	0
2936	6	150	27	4767	210	230	158	4255	1	0
3129	14	854	210	4279	197	213	153	3792	1	0
2929	17	371	20	5770	205	254	179	5413	1	1
3244	9	150	23	3795	236	229	124	3388	1	0
2906	3	134	6	4943	220	241	156	4597	1	1
2613	18	175	13	973	248	220	94	2335	1	1
3254	13	242	34	3664	240	233	121	3413	1	0
2782	5	0	0	2192	221	229	143	3235	1	0
